"file_name","option_label","option_type","crit_label","score_type","decision","score","text","weight","created"
"Employee 1",NA,NA,NA,NA,NA,NA,"Having a real impact is the most important criterion.  Changing culture is also important because actions follow culture.",NA,"1575899929"
