"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Product development",1,1,0.480851671906259,1
"2","Employee 1",1,0,0.0760353021045481,0
"3","Marketing",-1,1,0.195205479452055,-1
"4","Trade union",-1,1,0.300945230438131,-1
"5","Management",-1,1,0.466083333333333,-1
