"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Employee 1",-1,1,0.176578560939794,-1
"2","Trade union",-1,1,0.267879059514307,-1
"3","Management",-1,1,0.351028999064547,-1
"4","Marketing",-1,1,0.403645833333333,-1
"5","Product development",-1,1,0.572091273821465,-1
