"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Management",1,1,0.333138173302107,1
"2","Trade union",1,1,0.252956996193067,1
"3","Marketing",1,1,0.198630136986301,1
"4","Employee 1",-1,1,0.176759410801963,-1
"5","Product development",-1,1,0.503417167851285,-1
