"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Employee 1",1,1,0.398488120950324,1
"2","Marketing",1,1,0.0866141732283468,1
"3","Management",1,0,0.182070753843304,0
"4","Product development",-1,0,0.247140406062339,0
"5","Trade union",-1,1,0.312752162425387,-1
