"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Product development",1,1,0.326611383339616,1
"2","Trade union",1,1,0.269052719770394,1
"3","Marketing",1,1,0.170370370370371,1
"4","Employee 1",1,0,0.0383091149273446,0
"5","Management",-1,1,0.289473684210527,-1
