"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Management",1,1,0.59519152404238,1
"2","Marketing",1,1,0.556277056277056,1
"3","Trade union",1,1,0.367035368915509,1
"4","Employee 1",1,1,0.191320874247704,1
"5","Product development",1,1,0.187192118226602,1
