"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Employee 1",1,1,0.234293948126801,1
"2","Management",1,0,0.047230968697907,0
"3","Marketing",-1,0,0.0909090909090899,0
"4","Product development",-1,0,0.213683156991707,0
"5","Trade union",-1,1,0.295068390545336,-1
