"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Marketing",1,1,0.351973684210527,1
"2","Product development",1,1,0.125942426319398,1
"3","Management",-1,0,0.0121482081393001,0
"4","Employee 1",-1,0,0.0657199471598417,0
"5","Trade union",-1,1,0.0915219374352043,-1
