"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Marketing",1,1,0.516746411483253,1
"2","Management",1,1,0.466437177280551,1
"3","Product development",1,1,0.419115918175406,1
"4","Employee 1",1,1,0.0616184112843354,1
"5","Trade union",-1,1,0.152275443936463,-1
