"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Trade union",1,1,0.312752162425387,1
"2","Product development",1,0,0.247140406062339,0
"3","Management",-1,0,0.182070753843304,0
"4","Marketing",-1,1,0.0866141732283468,-1
"5","Employee 1",-1,1,0.398488120950324,-1
