"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Trade union",1,1,0.134987268809316,1
"2","Employee 1",-1,1,0.0161396574440055,-1
"3","Management",-1,1,0.279838845056237,-1
"4","Marketing",-1,1,0.321637426900585,-1
"5","Product development",-1,1,0.363373354549399,-1
