"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Product development",1,1,0.559157840351331,1
"2","Marketing",1,1,0.490147783251231,1
"3","Management",1,1,0.464956195244055,1
"4","Employee 1",1,1,0.29979035639413,1
"5","Trade union",1,1,0.245165498119916,1
