"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Marketing",1,1,0.578059071729958,1
"2","Management",1,1,0.569516295913089,1
"3","Trade union",1,1,0.12250953766653,1
"4","Product development",-1,0,0.0209182769012577,0
"5","Employee 1",-1,1,0.134387351778656,-1
