"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Trade union",1,1,0.215682408333505,1
"2","Employee 1",1,0,0.0509164969450102,0
"3","Management",-1,1,0.299088032756375,-1
"4","Product development",-1,1,0.396555935515388,-1
"5","Marketing",-1,1,0.516666666666666,-1
