"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Management",1,1,0.435985663082438,1
"2","Product development",1,1,0.391370488175909,1
"3","Marketing",1,1,0.320588235294117,1
"4","Employee 1",1,1,0.114205256570713,1
"5","Trade union",-1,0,0.0523081416336469,0
