"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Management",1,0,0.164405750151854,0
"2","Employee 1",-1,1,0.213541666666666,-1
"3","Trade union",-1,1,0.249587938755818,-1
"4","Product development",-1,1,0.295544164037855,-1
"5","Marketing",-1,1,0.308219178082192,-1
