"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Marketing",1,1,0.0894736842105272,1
"2","Management",1,0,0.193266512464663,0
"3","Product development",-1,0,0.135436979258996,0
"4","Employee 1",-1,1,0.275959367945824,-1
"5","Trade union",-1,1,0.306578687663781,-1
