"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Trade union",1,1,0.306578687663781,1
"2","Employee 1",1,1,0.275959367945824,1
"3","Product development",1,0,0.135436979258996,0
"4","Management",-1,0,0.193266512464663,0
"5","Marketing",-1,1,0.0894736842105272,-1
