"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Trade union",-1,1,0.180409920383105,-1
"2","Management",-1,1,0.226430084745763,-1
"3","Employee 1",-1,1,0.226477024070022,-1
"4","Marketing",-1,1,0.490196078431373,-1
"5","Product development",-1,1,0.540274784482758,-1
