"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Management",1,1,0.294913071474565,1
"2","Trade union",1,1,0.102834068420439,1
"3","Employee 1",1,1,0.101738570508693,1
"4","Product development",1,1,0.0697521386268932,1
"5","Marketing",-1,0,0.00420168067226885,0
