"","file_name","direction_outline","direction_binary","separation","direction_fill"
"1","Management",1,1,0.3125,1
"2","Marketing",1,1,0.23828125,1
"3","Product development",-1,0,0.176918985995391,0
"4","Employee 1",-1,1,0.128466557911909,-1
"5","Trade union",-1,1,0.324526628165347,-1
